title,wikidataURL,ISSN-L,IPNIpubID,ZooBankPubID,openAlexID,dissolvedYear,dissolved,source
Etizenia,http://www.wikidata.org/entity/Q108799768,,,2D13D137-42F3-4AF3-AC18-301B6CF71146,,,,IPNI or ZooBank ID
Cahiers de Micropaléontologie,http://www.wikidata.org/entity/Q124486373,0068-5054,,2A308E07-2393-4CCC-BBD8-C43C1F9BC9D9,,1996,True,IPNI or ZooBank ID
Abhandlungen der Preussischen Geologischen Landesanstalt,http://www.wikidata.org/entity/Q51409633,2700-8894,,C51CAE17-EEA9-4EAF-9B9C-3E9155FEB998,,1939,True,IPNI or ZooBank ID
Indo-Malayan Zoology,http://www.wikidata.org/entity/Q21385812,0168-6259,,C3965EFC-A970-418B-A31D-C5B9FCCF7205,,1989,True,IPNI or ZooBank ID
Trudy Tadzhikistanskoi Bazy Akademii Nauk SSSR,http://www.wikidata.org/entity/Q121851553,2070-6685,20011348-1,,,,,IPNI or ZooBank ID
Trudy Tadzhikistanskoi Bazy Akademii Nauk SSSR,http://www.wikidata.org/entity/Q121851553,2070-6685,20011348-1,,,,,IPNI or ZooBank ID
Science Report of the Yokosuka City Museum,http://www.wikidata.org/entity/Q111365383,0513-2622,,63B0D2A1-C321-4F40-8CDB-5117430A08AD,,,,IPNI or ZooBank ID
Tạp chí Sinh Vật Học,http://www.wikidata.org/entity/Q108744086,0251-0995,,21CB5394-F09C-4316-8672-C5A1F2C4F4FE,,,,IPNI or ZooBank ID
Abhandlungen der Hallischen Naturforschenden Gesellschaft,http://www.wikidata.org/entity/Q108907898,2944-4322,,15C8C665-F090-4516-94A9-959E2061E8A9,,,,IPNI or ZooBank ID
"Atti dell'Imperiale Regio Istituto veneto di scienze, lettere ed arti",http://www.wikidata.org/entity/Q41073153,1124-2515,,F73E4FE3-6179-45AA-99F8-E0C467B03539,,1866,True,IPNI or ZooBank ID
Insect Life,http://www.wikidata.org/entity/Q109568610,,,0A8950AF-1E96-4FEE-AABF-B3981D384292,,,,IPNI or ZooBank ID
Izvestiya Akademii Nauk Turkmenskoi SSR,http://www.wikidata.org/entity/Q123170789,0516-2149,11-2,,,,,IPNI or ZooBank ID
Taxonomic Monographs on Neotropical Hymenoptera,http://www.wikidata.org/entity/Q118798784,2754-9844,,D3A9EBB9-907B-4E20-B174-AB5F5BBF323D,,,,IPNI or ZooBank ID
Mémoires de la Société d'Histoire Naturelle de l'Afrique du Nord. Hors Serie,http://www.wikidata.org/entity/Q123095124,,6307-2,,,,,IPNI or ZooBank ID
The Scottish Naturalist,http://www.wikidata.org/entity/Q109569199,,,D40500B1-7255-45BD-A496-15785607617B,,,,IPNI or ZooBank ID
Revue mensuelle d'entomologie pure et appliquée,http://www.wikidata.org/entity/Q109407968,,,E0C25021-EC05-4029-8193-84B9B18CC2FF,,,,IPNI or ZooBank ID
Annales de l'Institut Royal Horticole de Fromont,http://www.wikidata.org/entity/Q123099603,1241-2988,9291-2,,,,,IPNI or ZooBank ID
Bishop Museum Technical Reports,http://www.wikidata.org/entity/Q124292850,1085-455X,,2B80FC09-823C-4316-91C8-BC9A47274FEE,,,,IPNI or ZooBank ID
"Atti della Reale Accademia dei Lincei. Classe di scienze fisiche, matematiche e naturali. Rendiconti. Serie quinta",http://www.wikidata.org/entity/Q110253999,0001-4435,411-2,,,1919,True,IPNI or ZooBank ID
Schriften der Naturforschenden Gesellschaft in Danzig,http://www.wikidata.org/entity/Q51419806,,795-2,0816174F-175E-4908-9131-5A963AD72681,,1938,True,IPNI or ZooBank ID
Rivista coleotterologica italiana,http://www.wikidata.org/entity/Q108612613,2283-5059,,8697ECAF-EA0C-4064-AA7A-07DCD0CCB734,,,,IPNI or ZooBank ID
Revista de la Sociedad Boliviana de Botánica,http://www.wikidata.org/entity/Q124415451,2076-3190,18952-2,,,,,IPNI or ZooBank ID
Indian Journal of Botany,http://www.wikidata.org/entity/Q121863532,0250-829X,2344-2,,,,,IPNI or ZooBank ID
Butlletí de la Institució Catalana d'Historia Natural,http://www.wikidata.org/entity/Q109320391,1133-6889,,C83636FE-F490-4535-ADEF-A3EC42FE2ADE,,,,IPNI or ZooBank ID
Bullettino della Società Entomologica Italiana,http://www.wikidata.org/entity/Q109573496,1126-277X,,6D2E4681-EBF4-4598-A763-7E88CFDB4BD2,,,,IPNI or ZooBank ID
Trudy Turkestanskogo Gosudarstvennogo Universiteta,http://www.wikidata.org/entity/Q123096915,,20028754-1,,,,,IPNI or ZooBank ID
Trudy Turkestanskogo Gosudarstvennogo Universiteta,http://www.wikidata.org/entity/Q123096915,,20028754-1,,,,,IPNI or ZooBank ID
Entomología mexicana,http://www.wikidata.org/entity/Q110908341,,,33F4FFF2-56C6-4396-BFFA-CB0E0FC3F1F8,,,,IPNI or ZooBank ID
"Nauchni Trudove, Vissh Selskostopanski Institut Vasil Kolarov",http://www.wikidata.org/entity/Q119822413,0204-6385,12569-2,,,,,IPNI or ZooBank ID
Annales de l'Institut Royal Horticole de Fromont,http://www.wikidata.org/entity/Q123099603,1241-2988,9291-2,,,,,IPNI or ZooBank ID
"Science reports of the Yokohama National University. Section II, Biological and geological sciences",http://www.wikidata.org/entity/Q108838231,0513-5613,,BD4EAEE6-B10F-46CB-96B0-09341CE337FA,S4306552872,,,IPNI or ZooBank ID
Annuario del Museo Zoologico della R. Università di Napoli,http://www.wikidata.org/entity/Q109356759,1720-5549,,10BBE873-31F0-4ED2-AC6E-2F7BB4ACFC58,,,,IPNI or ZooBank ID
Izvestiya Akademii Nauk Turkmenskoi SSR. Seriya biologicheskikh nauk,http://www.wikidata.org/entity/Q123223200,0321-1746,18853-2,,,,,IPNI or ZooBank ID
Entomologischer Anzeiger,http://www.wikidata.org/entity/Q108740188,,,BC277CE3-6F7D-4784-BE2B-B061827C8D64,,,,IPNI or ZooBank ID
Wochenschrift für Brauerei,http://www.wikidata.org/entity/Q124476250,0372-7521,1486-2,,,1944,True,IPNI or ZooBank ID
Revista Peruana de Entomología Agrícola,http://www.wikidata.org/entity/Q124368742,0375-1260,,5F6F3DC5-05A2-4274-AC53-E33B85766D04,,,,IPNI or ZooBank ID
Annales de Spéléologie,http://www.wikidata.org/entity/Q47069948,0003-4215,,ABBDCCD6-565D-409F-B9ED-54519B09AE10,,1976,True,IPNI or ZooBank ID
Annuaire du Musée Zoologique de l'Académie des Sciences de l'Union des Républiques Sovietiques Socialistes,http://www.wikidata.org/entity/Q109836674,,,F397B687-4B5D-47A5-B9EC-FE7554FCF707,,,,IPNI or ZooBank ID
Abhandlungen der Hallischen Naturforschenden Gesellschaft,http://www.wikidata.org/entity/Q108907898,2944-4322,,15C8C665-F090-4516-94A9-959E2061E8A9,,,,IPNI or ZooBank ID
Semenovodstvo,http://www.wikidata.org/entity/Q123905019,,19139-2,,,,,IPNI or ZooBank ID
Agricultura Técnica,http://www.wikidata.org/entity/Q124382539,0365-2807,1668-2,,,,,IPNI or ZooBank ID
Agricultura Técnica,http://www.wikidata.org/entity/Q124382539,0365-2807,1668-2,,,,,IPNI or ZooBank ID
Věstník Československé Společnosti Zoologické,http://www.wikidata.org/entity/Q123037955,0042-4595,,9F363023-A5CE-46E5-ADB6-EA8E2408F3AE,,1989,True,IPNI or ZooBank ID
Věstník Československé Společnosti Zoologické,http://www.wikidata.org/entity/Q123037955,0042-4595,,9F363023-A5CE-46E5-ADB6-EA8E2408F3AE,,1989,True,IPNI or ZooBank ID
"Monografie del Museo Regionale di Scienze Naturali, Torino",http://www.wikidata.org/entity/Q21385814,1121-7545,,0CE753E1-5780-4045-917E-DB58818DE0F0,,,,IPNI or ZooBank ID
Izvestiya Turkmenskogo Filiala Akademii Nauk SSSR,http://www.wikidata.org/entity/Q123169274,,20012380-2,,,,,IPNI or ZooBank ID
Tropical Natural History,http://www.wikidata.org/entity/Q111333284,2586-9892,20012988-1,,,,,IPNI or ZooBank ID
Norsk Entomologisk Tidsskrift,http://www.wikidata.org/entity/Q108943200,0029-1897,,0560F7AA-5BA3-47B9-A736-DD82DF0BD4F7,,,,IPNI or ZooBank ID
Trudy sil's'ko-gospodars'koi botaniky,http://www.wikidata.org/entity/Q119811632,,20026686-1,,,,,IPNI or ZooBank ID
Trudy Tadzhikistanskoi Bazy Akademii Nauk SSSR,http://www.wikidata.org/entity/Q121851553,2070-6685,20011348-1,,,,,IPNI or ZooBank ID
Anais da Sociedade Entomológica do Brasil,http://www.wikidata.org/entity/Q124368024,0301-8059,,96CC6B70-3346-48EB-AB22-7DDB8E8192C6,,,,IPNI or ZooBank ID
Anais da Sociedade Entomológica do Brasil,http://www.wikidata.org/entity/Q124368024,0301-8059,,96CC6B70-3346-48EB-AB22-7DDB8E8192C6,,,,IPNI or ZooBank ID
Australasian Journal of Herpetology,http://www.wikidata.org/entity/Q21385821,1836-5698,,F73957C7-863E-4358-9D2E-0090371424A4,,,,IPNI or ZooBank ID
Mushi,http://www.wikidata.org/entity/Q108788802,0077-2356,,289B9C07-446F-4932-B835-2DDC6E5CFB07,,,,IPNI or ZooBank ID
Journal of the Zoological Society of Kerala,http://www.wikidata.org/entity/Q124339752,0971-197X,,05C43A02-131A-488A-BE5B-C6FEE9A6E73F,,,,IPNI or ZooBank ID
Abhandlungen der Hallischen Naturforschenden Gesellschaft,http://www.wikidata.org/entity/Q108907898,2944-4322,,15C8C665-F090-4516-94A9-959E2061E8A9,,,,IPNI or ZooBank ID
Biologie de l'Amérique australe,http://www.wikidata.org/entity/Q124620693,,,CBC93828-E47A-4BEC-8F80-538FF5041392,,1968,True,IPNI or ZooBank ID
"Atti dell'Imperiale Regio Istituto veneto di scienze, lettere ed arti",http://www.wikidata.org/entity/Q41073153,1124-2515,,F73E4FE3-6179-45AA-99F8-E0C467B03539,,1866,True,IPNI or ZooBank ID
Izvestiya Akademii Nauk Turkmenskoi SSR,http://www.wikidata.org/entity/Q123170789,0516-2149,11-2,,,,,IPNI or ZooBank ID
Izvestiya Akademii Nauk Turkmenskoi SSR,http://www.wikidata.org/entity/Q123170789,0516-2149,11-2,,,,,IPNI or ZooBank ID
Spisok Rastenii Gerbariya Flory SSSR izdavaemogo Botanicheskim Institutom Vsesoyuznoj Akademii Nauk,http://www.wikidata.org/entity/Q123148461,,4080-2,,,,,IPNI or ZooBank ID
Spisok Rastenii Gerbariya Flory SSSR izdavaemogo Botanicheskim Institutom Vsesoyuznoj Akademii Nauk,http://www.wikidata.org/entity/Q123148461,,4080-2,,,,,IPNI or ZooBank ID
The Scottish Naturalist,http://www.wikidata.org/entity/Q109569199,,,D40500B1-7255-45BD-A496-15785607617B,,,,IPNI or ZooBank ID
Comptes Rendus (Doklady) de l’Académie des Sciences de l’URSS,http://www.wikidata.org/entity/Q119812558,1819-0723,5395-2,,,,,IPNI or ZooBank ID
Comptes Rendus (Doklady) de l’Académie des Sciences de l’URSS,http://www.wikidata.org/entity/Q119812558,1819-0723,5395-2,,,,,IPNI or ZooBank ID
Boletín del Centro de Investigaciones Biológicas,http://www.wikidata.org/entity/Q21385823,0375-538X,20022329-2,1DB4ACDE-9DE8-4C8B-9602-27CC7FA67A37,S4306504726,,,IPNI or ZooBank ID
"Nouveaux Elémens de Botanique, apliquée à la médecine",http://www.wikidata.org/entity/Q121299754,,19390-2,,,,,IPNI or ZooBank ID
Annales de Spéléologie,http://www.wikidata.org/entity/Q47069948,0003-4215,,ABBDCCD6-565D-409F-B9ED-54519B09AE10,,1976,True,IPNI or ZooBank ID
"Atti della Reale Accademia dei Lincei. Classe di scienze fisiche, matematiche e naturali. Rendiconti. Serie quinta",http://www.wikidata.org/entity/Q110253999,0001-4435,411-2,,,1919,True,IPNI or ZooBank ID
Annals of Zoology,http://www.wikidata.org/entity/Q108875379,0003-5009,,D3A4B923-9FA5-43F4-B808-E09C81AF4BB1,,1989,True,IPNI or ZooBank ID
Tạp chí Sinh Học,http://www.wikidata.org/entity/Q109773734,1019-1224,,B442A595-51E4-4EAE-A14C-AE89A41CC84E,,2018,False,IPNI or ZooBank ID
Studi Trentini di scienze naturali,http://www.wikidata.org/entity/Q108902131,0371-3725,,29CA6978-9961-4A3D-AE83-49246638F26B,,,,IPNI or ZooBank ID
Bullettino della Società Entomologica Italiana,http://www.wikidata.org/entity/Q109573496,1126-277X,,6D2E4681-EBF4-4598-A763-7E88CFDB4BD2,,,,IPNI or ZooBank ID
Trudy Turkestanskogo Gosudarstvennogo Universiteta,http://www.wikidata.org/entity/Q123096915,,20028754-1,,,,,IPNI or ZooBank ID
ISSN 0253-410X,http://www.wikidata.org/entity/Q119841250,0253-410X,5065-2,,,,,IPNI or ZooBank ID
Australasian Journal of Herpetology,http://www.wikidata.org/entity/Q21385821,1836-5698,,F73957C7-863E-4358-9D2E-0090371424A4,,,,IPNI or ZooBank ID
Butlletí de la Institució Catalana d'Historia Natural,http://www.wikidata.org/entity/Q109320391,1133-6889,,C83636FE-F490-4535-ADEF-A3EC42FE2ADE,,,,IPNI or ZooBank ID
Annuario del Museo Zoologico della R. Università di Napoli,http://www.wikidata.org/entity/Q109356759,1720-5549,,10BBE873-31F0-4ED2-AC6E-2F7BB4ACFC58,,,,IPNI or ZooBank ID
Izvestiya Akademii Nauk Turkmenskoi SSR. Seriya biologicheskikh nauk,http://www.wikidata.org/entity/Q123223200,0321-1746,18853-2,,,,,IPNI or ZooBank ID
Izvestiya Akademii Nauk Turkmenskoi SSR. Seriya biologicheskikh nauk,http://www.wikidata.org/entity/Q123223200,0321-1746,18853-2,,,,,IPNI or ZooBank ID
"Transactions and proceedings and report of the Philosophical Society of Adelaide, South Australia",http://www.wikidata.org/entity/Q124516324,1324-1761,,1A7777F6-D2AB-4A46-AA55-4B35E5EF4597,,1879,True,IPNI or ZooBank ID
"Transactions and proceedings and report of the Philosophical Society of Adelaide, South Australia",http://www.wikidata.org/entity/Q124516324,1324-1761,,1A7777F6-D2AB-4A46-AA55-4B35E5EF4597,,1879,True,IPNI or ZooBank ID
Nova Acta Leopoldina,http://www.wikidata.org/entity/Q122069372,,2650-2,,,,,IPNI or ZooBank ID
Natal colonial herbarium. Annual Report,http://www.wikidata.org/entity/Q122068425,,17831-2,,,,,IPNI or ZooBank ID
Abhandlungen der Hallischen Naturforschenden Gesellschaft,http://www.wikidata.org/entity/Q108907898,2944-4322,,15C8C665-F090-4516-94A9-959E2061E8A9,,,,IPNI or ZooBank ID
Boletín del Centro de Investigaciones Biológicas,http://www.wikidata.org/entity/Q21385823,0375-538X,20022329-2,1DB4ACDE-9DE8-4C8B-9602-27CC7FA67A37,S4306504726,,,IPNI or ZooBank ID
Annotationes ornithologiae orientalis,http://www.wikidata.org/entity/Q108784163,,,5C4809ED-6C5D-4935-868D-98D834D7FF6F,,,,IPNI or ZooBank ID
"Anales del Museo Argentino de Ciencias Naturales ""Bernardino Rivadavia""",http://www.wikidata.org/entity/Q124622816,0365-4206,12623-2,,,1947,True,IPNI or ZooBank ID
Zeitschrift der Arbeitsgemeinschaft Österreichischer Entomologen,http://www.wikidata.org/entity/Q21385810,0375-5223,,A344D045-185D-4EC4-A145-607147DD3887,,,,IPNI or ZooBank ID
Journal of the Asiatic Society of Bengal,http://www.wikidata.org/entity/Q16584125,0368-1068,8086-2,,,1864,True,IPNI or ZooBank ID
Journal of the Asiatic Society of Bengal,http://www.wikidata.org/entity/Q16584125,0368-1068,8086-2,,,1864,True,IPNI or ZooBank ID
Glasnik Zemaljskog Muzeja u Bosni i Hercegovini,http://www.wikidata.org/entity/Q16571792,2232-7444,20008558-1,,,,,IPNI or ZooBank ID
Records of the Canterbury Museum,http://www.wikidata.org/entity/Q21385315,0370-3878,,AA4AF6D2-23F9-45F5-9177-48F3BA4555D2,,,,IPNI or ZooBank ID
Bulletin des Seances de l'Institut Royal Colonial Belge,http://www.wikidata.org/entity/Q18417452,0367-6935,9046-2,,,1954,True,IPNI or ZooBank ID
Occasional Molluscan Papers,http://www.wikidata.org/entity/Q68558476,1793-8708,,07468838-5A16-4973-92D6-B7D14E5B0C86,,,,IPNI or ZooBank ID
Monografias electrónicas SEA,http://www.wikidata.org/entity/Q89377583,2386-5318,,A7640353-74EF-4246-A349-35615F7A6749,,,,IPNI or ZooBank ID
Atalanta,http://www.wikidata.org/entity/Q21385843,0171-0079,,0E892B29-F1EF-4224-8971-6A396DEB721C,,,,IPNI or ZooBank ID
Monatsschrift des Vereines zur Beförderung des Gartenbaues in den Königlich Preussischen Staaten für Gärtnerei und Pflanzenkunde,http://www.wikidata.org/entity/Q16608621,,9448-2,,,,,IPNI or ZooBank ID
Annales Mycologici,http://www.wikidata.org/entity/Q21385869,0176-3970,8247-2,F0AEFFA8-F1CC-4421-9449-7C925889F87C,,,,IPNI or ZooBank ID
"Memoirs of the College of Science, Kyoto Imperial University. Series B",http://www.wikidata.org/entity/Q16606215,,1206-2,4901BD14-66D6-4E3D-A26E-BE8AE9DEC089,,1944,True,IPNI or ZooBank ID
L'Abeille,http://www.wikidata.org/entity/Q77158097,1256-2807,,07310B08-1FB1-4EC7-B858-7733DAD7D3B5,,,,IPNI or ZooBank ID
L'Abeille,http://www.wikidata.org/entity/Q77158097,1256-2807,,E8847CB8-B103-4337-8A8A-CCF1C0F1CCB0,,,,IPNI or ZooBank ID
Q18417320,http://www.wikidata.org/entity/Q18417320,,3890-2,,,,,IPNI or ZooBank ID
Flora Malesiana : Series I : Spermatophyta,http://www.wikidata.org/entity/Q16568211,,2168-2,,,,,IPNI or ZooBank ID
Flora Malesiana : Series I : Spermatophyta,http://www.wikidata.org/entity/Q16568211,,2168-2,,,,,IPNI or ZooBank ID
Studia dipterologica. Supplement,http://www.wikidata.org/entity/Q21385326,1433-4968,,45B5D94A-D212-4317-BF6C-0F7B05B5BDC0,,,,IPNI or ZooBank ID
Sborník entomologického oddělení Národního musea v Praze,http://www.wikidata.org/entity/Q81381546,0862-0423,,DA590835-59F8-41D3-8B47-696D0C37DF48,,1965,True,IPNI or ZooBank ID
Neue Denkschriften der Allgemeinen Schweizerischen Gesellschaft für die Gesammten Naturwissenschaften,http://www.wikidata.org/entity/Q18398003,0259-6903,3374-2,,,1906,True,IPNI or ZooBank ID
Annali del Museo Civico di Storia Naturale di Genova,http://www.wikidata.org/entity/Q21385825,1122-6447,12479-2,8BFDDC22-5994-4DFE-9144-1237ED083C4C,,1914,True,IPNI or ZooBank ID
Journal of Entomological Research,http://www.wikidata.org/entity/Q21385842,0378-9519,,E7BDA835-D510-44F3-A1EA-1BCF28D6699F,S2764542811,,,IPNI or ZooBank ID
Wiener illustrirte Garten-Zeitung,http://www.wikidata.org/entity/Q18417492,,9859-2,,,1905,True,IPNI or ZooBank ID
Beiträge zur Neotropischen Fauna,http://www.wikidata.org/entity/Q76446876,0005-8130,,52A315EE-5E8A-437F-92BB-294DE3DFAB6A,S4210174908,1971,True,IPNI or ZooBank ID
Verhandlungen der Deutschen Zoologischen Gesellschaft,http://www.wikidata.org/entity/Q63615160,0070-4342,,A08428CC-8028-488A-8698-9AFFB3DCAADE,S4306534130,,,IPNI or ZooBank ID
Occasional Molluscan Papers,http://www.wikidata.org/entity/Q68558476,1793-8708,,07468838-5A16-4973-92D6-B7D14E5B0C86,,,,IPNI or ZooBank ID
Australian Journal of Herpetology,http://www.wikidata.org/entity/Q72672768,0728-4683,,4C0370B4-42A2-402F-8DAB-090FE0D1E700,,,,IPNI or ZooBank ID
Dipterists Digest,http://www.wikidata.org/entity/Q21385307,0953-7260,,AB2D148E-A6DA-4836-B0EF-8C49B0DAB8F8,,,,IPNI or ZooBank ID
Report on the Botanical Gardens,http://www.wikidata.org/entity/Q18224818,,20012966-2,,,,,IPNI or ZooBank ID
Entomophaga,http://www.wikidata.org/entity/Q21385338,0013-8959,,85CE4D8F-16F5-433E-A49E-38C198F3F911,S4210213378,,,IPNI or ZooBank ID
Bulletin de la Société entomologique de France,http://www.wikidata.org/entity/Q21385878,0037-928X,,77E49EBD-7D40-42E4-B308-A1C2C99B838F,S4210197899,,,IPNI or ZooBank ID
Bulletin of Systematic Zoology,http://www.wikidata.org/entity/Q62628069,,,652BFE1F-E7CC-4F66-BB3F-C5FEFC8E8BA5,,,,IPNI or ZooBank ID
Avicennia,http://www.wikidata.org/entity/Q21385845,1134-1785,,C182337E-72E9-4B7C-BCB4-52EEF3907B76,S4306503905,,,IPNI or ZooBank ID
Records of the Canterbury Museum,http://www.wikidata.org/entity/Q21385315,0370-3878,,AA4AF6D2-23F9-45F5-9177-48F3BA4555D2,,,,IPNI or ZooBank ID
Bulletin of the National Science Museum. Series A: Zoology,http://www.wikidata.org/entity/Q21385856,0385-2423,,676548D5-4F10-4E04-907D-73EBFE0EB881,S4306505245,2006,True,IPNI or ZooBank ID
"Publications of the Bussey Institution, Harvard University",http://www.wikidata.org/entity/Q18397834,,15956-2,,,,,IPNI or ZooBank ID
The St James's Chronicle; or the British Evening Post,http://www.wikidata.org/entity/Q18416484,,16710-2,,,,,IPNI or ZooBank ID
London Medical Journal,http://www.wikidata.org/entity/Q16592491,0952-4177,18696-2,,S4363604893,,,IPNI or ZooBank ID
Boletin de la Sociedad Entomológica Aragonesa,http://www.wikidata.org/entity/Q21385850,1134-6094,,072FEE78-B938-4D76-BD32-112CAFA71F98,S4306504708,,,IPNI or ZooBank ID
L'Abeille,http://www.wikidata.org/entity/Q77158097,1256-2807,,07310B08-1FB1-4EC7-B858-7733DAD7D3B5,,,,IPNI or ZooBank ID
L'Abeille,http://www.wikidata.org/entity/Q77158097,1256-2807,,E8847CB8-B103-4337-8A8A-CCF1C0F1CCB0,,,,IPNI or ZooBank ID
Bulletin of the National Museum of Natural Science,http://www.wikidata.org/entity/Q81268600,1015-8448,11904-2,D24B9F94-24F9-4D5E-A82C-D0A128554CD7,,2001,True,IPNI or ZooBank ID
"Le Bambou, son etude, sa culture, son emploi",http://www.wikidata.org/entity/Q16589769,,91-2,,,,,IPNI or ZooBank ID
Anales de la Academia Nacional de Agronomía y Veterinaria de Buenos Aires,http://www.wikidata.org/entity/Q18416500,0327-8093,17608-2,,,,,IPNI or ZooBank ID
Journal of Nematode Morphology and Systematics,http://www.wikidata.org/entity/Q21385860,1139-5192,,96F67127-C9ED-4622-8BED-CA14FFE44880,S2764983813,,,IPNI or ZooBank ID
FishTaxa,http://www.wikidata.org/entity/Q62607034,2458-942X,,CB56322F-CE36-451A-B3FA-05030AC0F06F,,,,IPNI or ZooBank ID
Herbertia,http://www.wikidata.org/entity/Q16574505,8756-9418,6285-2,,,,,IPNI or ZooBank ID
Bulletin of the Buffalo Society of Natural Sciences,http://www.wikidata.org/entity/Q21385334,0096-4131,,B654DF4C-FCE1-4A6A-A18B-867B8A2CB78A,,,,IPNI or ZooBank ID
"Journal of the Faculty of Science, University of Tokyo, Section III. Botany",http://www.wikidata.org/entity/Q16584128,,3000-2,,,,,IPNI or ZooBank ID
Journal of the Malacological Society of Australia,http://www.wikidata.org/entity/Q21385294,0085-2988,,99751EAF-B994-4B5B-A418-A567DF66C0EA,S2764485423,1993,True,IPNI or ZooBank ID
