OTU_ID,nr_authors,taxonomicResearchNeeded,cropWildRelatives,horizonInvasives,habitatsDir,marineDir,iasListConcern,redlistFull,birdDir,pollinators,numOfSpecies,order
978,0,1,0,0,0,0,0,0,0,0,4,Blasiales
979,29,0,0,0,0,0,0,0,0,0,12,Hildenbrandiales
980,0,0,0,0,0,0,0,0,0,0,5,Dolichomastigales
981,0,1,0,0,0,0,0,0,0,0,1,Oedipodiales
982,0,0,0,0,0,0,0,0,0,0,1,Rufusiales
984,0,0,0,0,0,0,0,0,0,0,1,Amborellales
985,0,6,0,0,0,0,0,0,0,0,8,Timmiales
986,0,0,0,0,0,0,0,0,0,0,1,Caulerpales
987,0,0,0,0,0,0,0,0,0,0,6,Ahnfeltiales
988,0,0,0,0,0,0,0,0,0,0,5,Glaucocystales
989,0,0,0,0,0,0,0,0,0,0,1,Helicophyllales
991,0,0,0,0,0,0,0,0,0,0,1,Microthamniales
992,0,0,0,0,0,0,0,0,0,0,1,Rhodellales
993,0,0,0,0,0,0,0,0,0,0,1,Picocystales
994,36,3,0,0,2,0,0,0,0,0,12,Buxbaumiales
995,462,33,0,0,0,0,0,0,0,0,2589,Boletales
996,182,1,0,0,0,0,0,0,0,0,1503,Hymenochaetales
997,3458,116,0,0,0,0,0,0,0,0,27056,Agaricales
998,0,0,0,0,0,0,0,0,0,0,177,Allogromiida
999,424,0,0,0,0,0,0,0,0,0,1537,Saccharomycetales
1000,1019,0,0,0,0,0,0,0,0,0,4294,Diaporthales
1001,0,0,0,0,0,0,0,0,0,0,14763,Rotaliida
1002,3183,16,0,0,10,0,0,0,0,0,7290,Lecanorales
1003,30,0,0,0,0,0,0,0,0,0,51,Cystofilobasidiales
1004,3395,0,0,0,0,0,0,0,0,0,13330,Pleosporales
1005,752,5,0,0,0,0,0,0,0,0,3241,Pezizales
1006,51,0,0,0,0,0,0,0,0,0,338,Ophiostomatales
1007,0,0,0,0,0,0,0,0,0,0,2010,Endothyrida
1008,0,0,0,0,0,0,0,0,0,0,432,Nassellaria
1009,229,0,0,0,0,0,0,0,0,0,895,Chaetothyriales
1010,48,0,0,0,0,0,0,0,0,0,1619,Asterinales
1011,0,0,0,0,0,0,0,0,0,0,4427,Miliolida
1012,2,0,0,0,0,0,0,0,0,0,115,Monoblastiales
1013,0,0,0,0,0,0,0,0,0,0,75,Pyrenomonadales
1014,0,0,0,0,0,0,0,0,0,0,1218,Astrorhizida
1016,672,15,0,0,0,0,0,0,0,0,4282,Polyporales
1017,0,2,0,0,0,0,0,0,0,0,621,Oxytrichida
1018,430,0,0,0,0,0,0,0,0,0,1617,Arthoniales
1019,3,0,0,0,0,0,0,0,0,0,197,Exobasidiales
1021,0,0,0,0,0,0,0,0,0,0,1,Robbauerales
1022,0,0,0,0,0,0,0,0,0,0,201,Rhaponeidales
1023,0,0,0,0,0,0,0,0,0,0,503,Eugregarinorida
1024,134,0,0,0,0,0,0,0,0,0,8543,Pucciniales
1025,31,0,0,0,0,0,0,0,0,0,238,Corticiales
1026,0,0,0,0,0,0,0,0,0,0,465,Euglenida
1027,0,0,0,0,0,0,0,0,0,0,605,Peridiniales
1028,1334,0,0,0,0,0,0,0,0,0,6487,Hypocreales
1029,841,0,0,0,0,0,0,0,0,0,9273,Helotiales
1030,0,0,0,0,0,0,0,0,0,0,3952,Lituolida
1032,179,0,0,0,0,0,0,0,0,0,996,Microthyriales
1033,370,3,0,0,0,0,0,0,0,0,1557,Caliciales
1034,456,4,0,0,0,0,0,0,0,0,1500,Peltigerales
1035,0,0,0,0,0,0,0,0,0,0,260,Rhopalodiales
1036,8,0,0,0,0,0,0,0,0,0,68,Eremithallales
1037,0,0,0,0,0,0,0,0,0,0,450,Suctorida
1038,63,0,0,0,0,0,0,0,0,0,471,Tubeufiales
1039,0,0,0,0,0,0,0,0,0,0,449,Urostylida
1040,1452,0,0,0,0,0,0,0,0,0,7224,Mycosphaerellales
1041,0,0,0,0,0,0,0,0,0,0,2541,Cymbellales
1042,66,1,0,0,0,0,0,0,0,0,225,Dacrymycetales
1043,2,0,0,0,0,0,0,0,0,0,208,Fucales
1044,0,0,0,0,0,0,0,0,0,0,7083,Fusulinida
1045,119,0,0,0,0,0,0,0,0,0,397,Auriculariales
1046,0,0,0,0,0,0,0,0,0,0,35,Coccolithales
1047,0,0,0,0,0,0,0,0,0,0,1232,Chaetocerotales
1048,0,0,0,0,0,0,0,0,0,0,1959,Textulariida
1049,429,0,0,0,0,0,0,0,0,0,656,Trypetheliales
1050,5,0,0,0,0,0,0,0,0,0,276,Coronophorales
1051,806,10,0,0,0,0,0,0,0,0,3656,Russulales
1052,0,0,0,0,0,0,0,0,0,0,9432,Naviculales
1053,0,0,0,0,0,0,0,0,0,0,314,Eucoccidiorida
1054,0,0,0,0,0,0,0,0,0,0,461,Spathidiida
1055,37,0,0,0,0,0,0,0,0,0,168,Diversisporales
1056,373,0,0,0,0,0,0,0,0,0,1212,Verrucariales
1058,30,0,0,0,0,0,0,0,0,0,409,Pyrenulales
1059,0,0,0,0,0,0,0,0,0,0,1415,Fragilariales
1060,0,0,0,0,0,0,0,0,0,0,5,Diplonemida
1061,49,0,0,0,0,0,0,0,0,0,265,Leotiales
1062,0,0,0,0,0,0,0,0,0,0,10,Protocruziida
1064,369,0,0,0,0,0,0,0,0,0,1048,Microascales
1065,0,0,0,0,0,0,0,0,0,0,26,Chattonellales
1066,55,1,0,0,0,0,0,0,0,0,208,Phallales
1068,0,0,0,0,0,0,0,0,0,0,325,Ectocarpales
1069,0,0,0,0,0,0,0,0,0,0,1308,Peronosporales
1070,0,0,0,0,0,0,0,0,0,0,117,Stictodiscales
1071,0,0,0,0,0,0,0,0,0,0,74,Platygloeales
1072,2,0,0,0,0,0,0,0,0,0,411,Myriangiales
1073,0,0,0,0,0,0,0,0,0,0,335,Choreotrichida
1074,0,0,0,0,0,0,0,0,0,0,320,Glugeida
1075,136,0,0,0,0,0,0,0,0,0,623,Lecideales
1076,954,0,0,0,0,0,0,0,0,0,3447,Ostropales
1077,2,0,0,0,0,0,0,0,0,0,1370,Phyllachorales
1078,0,0,0,0,0,0,0,0,0,0,154,Hysterangiales
1079,0,0,0,0,0,0,0,0,0,0,19,Noctilucales
1080,47,0,0,0,0,0,0,0,0,0,116,Gyalectales
1081,0,0,0,0,0,0,0,0,0,0,11,Grossglockneriida
1082,48,0,0,0,0,0,0,0,0,0,218,Baeomycetales
1083,0,0,0,0,0,0,0,0,0,0,12,Paraglomerales
1084,587,0,0,0,0,0,0,0,0,0,1645,Sordariales
1085,0,0,0,0,0,0,0,0,0,0,8,Bryophryida
1086,21,0,0,0,0,0,0,0,0,0,242,Tilletiales
1087,0,0,0,0,0,0,0,0,0,0,220,Scuticociliatida
1088,0,0,0,0,0,0,0,0,0,0,1,Jakobida
1089,192,0,0,0,0,0,0,0,0,0,1141,Ustilaginales
1090,0,0,0,0,0,0,0,0,0,0,34,Arthracanthida
1091,0,0,0,0,0,0,0,0,0,0,22,Echinosteliales
1092,0,0,0,0,0,0,0,0,0,0,3884,Nodosariida
1093,224,0,0,0,0,0,0,0,0,0,522,Onygenales
1094,0,0,0,0,0,0,0,0,0,0,327,Pleurostomatida
1095,72,5,0,0,0,0,0,0,0,0,109,Geoglossales
1097,0,0,0,0,0,0,0,0,0,0,1647,Achnanthales
1098,0,0,0,0,0,0,0,0,0,0,1503,Coscinodiscales
1099,1194,1,0,0,0,0,0,0,0,0,1147,Teloschistales
1100,0,0,0,0,0,0,0,0,0,0,25,Protoheterotrichida
1101,0,0,0,0,0,0,0,0,0,0,868,Spirillinida
1102,0,0,0,0,0,0,0,0,0,0,220,Stichotrichida
1103,0,0,0,0,0,0,0,0,0,0,393,Tintinnida
1105,0,0,0,0,0,0,0,0,0,0,41,Thalassionematales
1106,4,0,0,0,0,0,0,0,0,0,3,Ceraceosorales
1108,0,0,0,0,0,0,0,0,0,0,89,Annulatascales
1109,71,0,0,0,0,0,0,0,0,0,1567,Dothideales
1110,6,0,0,0,0,0,0,0,0,0,247,Hysteriales
1111,4,0,0,0,0,0,0,0,0,0,73,Atractiellales
1112,0,0,0,0,0,0,0,0,0,0,1,Chrysanthemodiscales
1113,0,1,0,0,1,0,0,0,0,0,252,Involutinida
1115,1,0,0,0,0,0,0,0,0,0,2516,Meliolales
1116,73,0,0,0,0,0,0,0,0,0,394,Lichinales
1118,0,1,0,0,0,0,0,0,0,0,701,Heterotrichida
1119,0,0,0,0,0,0,0,0,0,0,19,Lichenotheliales
1120,0,0,0,0,0,0,0,0,0,0,194,Trichosphaeriales
1121,50,0,0,0,0,0,0,0,0,0,79,Sporidiobolales
1122,0,0,0,0,0,0,0,0,0,0,8,Oxymonadida
1124,0,0,0,0,0,0,0,0,0,0,45,Eugregarinida
1126,0,0,0,0,0,0,0,0,0,0,1254,Triceratiales
1127,0,0,0,0,0,0,0,0,0,0,1917,Bacillariales
1128,0,0,0,0,0,0,0,0,0,0,222,Haptorida
1129,6,0,0,0,0,0,0,0,0,0,69,Acrospermales
1130,1074,1,0,0,0,0,0,0,0,0,4017,Xylariales
1131,0,0,0,0,0,0,0,0,0,0,256,Arcellinida
1132,0,0,0,0,0,0,0,0,0,0,362,Dissociodihaplophasida
1133,211,0,0,0,0,0,0,0,0,0,379,Acarosporales
1135,0,0,0,0,0,0,0,0,0,0,1878,Peritrichida
1136,0,0,0,0,0,0,0,0,0,0,736,Gonyaulacales
1137,0,0,0,0,0,0,0,0,0,0,11,Cutleriales
1138,0,0,0,0,0,0,0,0,0,0,1,Nemodermatales
1139,0,0,0,0,0,0,0,0,0,0,1007,Thalassiosirales
1140,0,0,0,0,0,0,0,0,0,0,755,Melosirales
1141,18,0,0,0,0,0,0,0,0,0,795,Rhytismatales
1143,0,0,0,0,0,0,0,0,0,0,623,Robertinida
1144,0,0,0,0,0,0,0,0,0,0,33,Paraliales
1145,27,0,0,0,0,0,0,0,0,0,29,Myrmecridiales
1146,0,0,0,0,0,0,0,0,0,0,301,Rhizosoleniales
1147,0,0,0,0,0,0,0,0,0,0,1,Picomonadida
1148,0,2,0,0,0,0,0,0,0,0,1133,Eunotiales
1149,0,0,0,0,0,0,0,0,0,0,82,Dileptida
1150,0,0,0,0,0,0,0,0,0,0,30,Dictyochales
1152,322,0,0,0,0,0,0,0,0,0,1216,Pertusariales
1153,426,0,0,0,0,0,0,0,0,0,711,Venturiales
1154,6,0,0,0,0,0,0,0,0,0,208,Rhizophydiales
1155,1,0,0,0,0,0,0,0,0,0,2711,Polymorphinida
1156,0,0,0,0,0,0,0,0,0,0,212,Chromulinales
1157,0,0,0,0,0,0,0,0,0,0,12,Ceratiomyxales
1158,383,0,0,0,0,0,0,0,0,0,1641,Capnodiales
1159,6,0,0,0,0,0,0,0,0,0,86,Phomatosporales
1160,0,0,0,0,0,0,0,0,0,0,9,Pseudoholophryida
1161,5,0,0,0,0,0,0,0,0,0,59,Gloeophyllales
1162,0,0,0,0,0,0,0,0,0,0,81,Lithodesmiales
1163,22,0,0,0,0,0,0,0,0,0,124,Coniochaetales
1164,56,0,0,0,0,0,0,0,0,0,126,Sebacinales
1165,0,0,0,0,0,0,0,0,0,0,465,Parathuramminida
1166,0,0,0,0,0,0,0,0,0,0,181,Licmophorales
1167,0,0,0,0,0,0,0,0,0,0,413,Prostomatida
1168,5,0,0,0,0,0,0,0,0,0,42,Valsariales
1169,0,0,0,0,0,0,0,0,0,0,107,Trachelocercida
1170,77,0,0,0,0,0,0,0,0,0,413,Mucorales
1171,189,0,0,0,0,0,0,0,0,0,1056,Chaetosphaeriales
1172,6,0,0,0,0,0,0,0,0,0,6,Dyfrolomycetales
1173,0,0,0,0,0,0,0,0,0,0,100,Eccrinida
1174,518,0,0,0,0,0,0,0,0,0,4614,Botryosphaeriales
1175,61,0,0,0,0,0,0,0,0,0,78,Candelariales
1176,0,0,0,0,0,0,0,0,0,0,25,Ralfsiales
1177,0,0,0,0,0,0,0,0,0,0,325,Spumellaria
1178,0,0,0,0,0,0,0,0,0,0,112,Colpodida
1179,0,0,0,0,0,0,0,0,0,0,1106,Loftusiida
1180,0,0,0,0,0,0,0,0,0,0,54,Sphacelariales
1182,1046,0,0,0,0,0,0,0,0,0,1821,Eurotiales
1183,0,0,0,0,0,0,0,0,0,0,411,Hymenostomatida
1184,1,2,0,0,0,0,0,0,0,0,345,Oligotrichida
1185,0,0,0,0,0,0,0,0,0,0,347,Entomophthorales
1186,0,0,0,0,0,0,0,0,0,0,53,Cyrtolophosidida
1187,0,0,0,0,0,0,0,0,0,0,36,Monoblepharidales
1188,0,0,0,0,0,0,0,0,0,0,71,Syracosphaerales
1189,0,0,0,0,0,0,0,0,0,0,270,Saprolegniales
1190,3,0,0,0,0,0,0,0,0,0,85,Laminariales
1191,0,0,0,0,0,0,0,0,0,0,186,Taphrinales
1192,0,0,0,0,0,0,0,0,0,0,183,Nassulida
1193,0,0,0,0,0,0,0,0,0,0,3,Neophaeothecales
1194,0,0,0,0,0,0,0,0,0,0,30,Chlamydodontida
1195,0,0,0,0,0,0,0,0,0,0,81,Dysteriida
1196,0,0,0,0,0,0,0,0,0,0,10,Suessiales
1197,148,0,0,0,0,0,0,0,0,0,2395,Laboulbeniales
1198,422,0,0,0,0,0,0,0,0,0,1496,Amphisphaeriales
1199,183,0,0,0,0,0,0,0,0,0,303,Magnaporthales
1200,0,0,0,0,0,0,0,0,0,0,32,Philasterida
1202,0,0,0,0,0,0,0,0,0,0,179,Cribrariales
1203,10,0,0,0,0,0,0,0,0,0,28,Minutisphaerales
1204,0,0,0,0,0,0,0,0,0,0,24,Isochrysidales
1205,0,0,0,0,0,0,0,0,0,0,34,Triblidiales
1206,7,0,0,0,0,0,0,0,0,0,621,Chytridiales
1207,61,0,0,0,0,0,0,0,0,0,643,Tremellales
1208,0,0,0,0,0,0,0,0,0,0,14,Koralionastetales
1209,23,0,0,0,0,0,0,0,0,0,78,Collemopsidiales
1210,0,0,0,0,0,0,0,0,0,0,32,Hibberdiales
1211,0,0,0,0,0,0,0,0,0,0,1,Bihospitida
1212,0,0,0,0,0,0,0,0,0,0,9,Cyphobasidiales
1213,0,0,0,0,0,0,0,0,0,0,35,Haplosporida
1214,0,0,0,0,0,0,0,0,0,0,30,Metchnikovellida
1215,0,0,0,0,0,0,0,0,0,0,8,Nassulopsida
1216,0,0,0,0,0,0,0,0,0,0,2,Desmothoracida
1217,0,0,0,0,0,0,0,0,0,0,153,Mortierellales
1218,0,0,0,0,0,0,0,0,0,0,491,Biddulphiales
1219,0,0,0,0,0,0,0,0,0,0,58,Petalomonadida
1221,130,0,0,0,0,0,0,0,0,0,211,Umbilicariales
1222,381,5,0,0,0,0,0,0,0,0,978,Cantharellales
1223,0,0,0,0,0,0,0,0,0,0,65,Prymnesiales
1225,91,7,0,0,0,0,0,0,0,0,536,Thelephorales
1226,22,0,0,0,0,0,0,0,0,0,149,Strigulales
1228,0,0,0,0,0,0,0,0,0,0,38,Watznaueriales
1229,0,0,0,0,0,0,0,0,0,0,492,Gymnodiniales
1230,0,0,0,0,0,0,0,0,0,0,63,Olpidiales
1232,0,0,0,0,0,0,0,0,0,0,37,Cyclotrichida
1233,24,0,0,0,0,0,0,0,0,0,175,Trechisporales
1234,0,0,0,0,0,0,0,0,0,0,3635,Vaginulinida
1235,0,0,0,0,0,0,0,0,0,0,15,Dictyoneidales
1236,0,0,0,0,0,0,0,0,0,0,40,Scytosiphonales
1237,0,0,0,0,0,0,0,0,0,0,144,Podorhabdales
1238,0,0,0,0,0,0,0,0,0,0,13,Bodonida
1239,77,1,0,0,0,0,0,0,0,0,343,Urocystidales
1241,96,0,0,0,0,0,0,0,0,0,185,Chaetomellales
1242,5,0,0,0,0,0,0,0,0,0,10,Wallemiales
1243,0,0,0,0,0,0,0,0,0,0,301,Euplotida
1244,0,0,0,0,0,0,0,0,0,0,53,Thraustochytrida
1245,0,0,0,0,0,0,0,0,0,0,231,Cyrtophorida
1246,0,0,0,0,0,0,0,0,0,0,1,Phyllosiphonales
1247,0,0,0,0,0,0,0,0,0,0,149,Eiffellithales
1248,0,0,0,0,0,0,0,0,0,0,52,Plasmodiophorida
1249,13,0,0,0,0,0,0,0,0,0,79,Togniniales
1251,0,0,0,0,0,0,0,0,0,0,17,Eustigmatales
1252,0,0,0,0,0,0,1,0,0,0,157,Dictyotales
1253,0,0,0,0,0,0,0,0,0,0,16,Phytodiniales
1254,0,0,0,0,0,0,0,0,0,0,11,Phaeotrichales
1256,0,0,0,0,0,0,0,0,0,0,34,Helicobasidiales
1257,0,0,0,0,0,0,0,0,0,0,9,Pyrocystales
1258,0,0,0,0,0,0,0,0,0,0,247,Septobasidiales
1259,0,0,0,0,0,0,0,0,0,0,2,Pelagomonadales
1260,0,0,0,0,0,0,0,0,0,0,22,Rhipidiales
1261,0,0,0,0,0,0,0,0,0,0,32,Spizellomycetales
1262,31,0,0,0,0,0,0,0,0,0,183,Patellariales
1263,13,0,0,0,0,0,0,0,0,0,18,Atractosporales
1265,0,0,0,0,0,0,0,0,0,0,31,Cyclophorales
1267,41,0,0,0,0,0,0,0,0,0,245,Melanosporales
1268,0,0,0,0,0,0,0,0,0,0,326,Meiodihaplophasida
1269,13,0,0,0,0,0,0,0,0,0,68,Trichosporonales
1270,4,0,0,0,0,0,0,0,0,0,113,Atheliales
1271,0,0,0,0,0,0,0,0,0,0,27,Chytridiopsida
1272,9,0,0,0,0,0,0,0,0,0,7,Schizosaccharomycetales
1273,0,0,0,0,0,0,0,0,0,0,18,Distomatida
1274,215,0,0,0,0,0,0,0,0,0,830,Glomerellales
1275,1,0,0,0,0,0,0,0,0,0,7,Tremellodendropsidales
1277,0,0,0,0,0,0,0,0,0,0,2,Discosporangiales
1278,12,0,0,0,0,0,0,0,0,0,268,Harpellales
1279,0,0,0,0,0,0,0,0,0,0,147,Peniculida
1283,0,0,0,0,0,0,0,0,0,0,14,Dictyosiphonales
1284,0,0,0,0,0,0,0,0,0,0,217,Astomatida
1285,0,0,0,0,0,0,0,0,0,0,2,Eubodonida
1286,0,0,0,0,0,0,0,0,0,0,6,Piroplasmorida
1287,0,0,0,0,0,0,0,0,0,0,63,Lulworthiales
1289,0,0,0,0,0,0,0,0,0,0,2,Tirisporellales
1290,33,0,0,0,0,0,0,0,0,0,55,Savoryellales
1291,12,1,0,0,0,0,0,0,0,0,18,Stereopsidales
1293,0,0,0,0,0,0,0,0,0,0,478,Mastogloiales
1294,4,0,0,0,0,0,0,0,0,0,8,Stigmatodiscales
1295,0,0,0,0,0,0,0,0,0,0,664,Lagenida
1296,52,0,0,0,0,0,0,0,0,0,67,Coryneliales
1297,0,0,0,0,0,0,0,0,0,0,26,Halteriida
1298,3,0,0,0,0,0,0,0,0,0,47,Georgefischeriales
1299,0,0,0,0,0,0,0,0,0,0,106,Coccosphaerales
1300,0,0,0,0,0,0,0,0,0,0,56,Stephanolithiales
1301,0,0,0,0,0,0,0,0,0,0,9,Peranemida
1302,0,0,0,0,0,0,0,0,0,0,1226,Surirellales
1303,0,0,0,0,0,0,0,0,0,0,226,Zoopagales
1304,0,0,0,0,0,0,0,0,0,0,46,Leptomitales
1305,0,0,0,0,0,0,0,0,0,0,478,Physarales
1306,52,1,0,0,0,0,0,0,0,0,151,Mycocaliciales
1307,0,0,0,0,0,0,0,0,0,0,135,Blastocladiales
1308,0,0,0,0,0,0,0,0,0,0,87,Trichostomatida
1309,0,0,0,0,0,0,0,0,0,0,16,Sporochnales
1310,104,0,0,0,0,0,0,0,0,0,169,Microbotryales
1311,96,0,0,0,0,0,0,0,0,0,187,Mytilinidiales
1312,16,0,0,0,0,0,0,0,0,0,228,Phacidiales
1313,82,0,0,0,0,0,0,0,0,0,116,Agaricostilbales
1314,40,0,0,0,0,0,0,0,0,0,36,Amplistromatales
1315,0,0,0,0,0,0,0,0,0,0,342,Hemiaulales
1316,2,0,0,0,0,0,0,0,0,0,30,Ascosphaerales
1317,24,0,0,0,0,0,0,0,0,0,41,Thelocarpales
1318,0,0,0,0,0,0,0,0,0,0,1,Acavomonida
1319,11,0,0,0,0,0,0,0,0,0,93,Filobasidiales
1320,0,0,0,0,0,0,0,0,0,0,78,Cryptomonadales
1321,0,0,0,0,0,0,0,0,0,0,9,Leptocylindrales
1322,10,0,0,0,0,0,0,0,0,0,20,Kriegeriales
1323,108,0,0,0,0,0,0,0,0,0,163,Glomerales
1324,5,0,0,0,0,0,0,0,0,0,1,Talbotiomycetales
1325,15,0,0,0,0,0,0,0,0,0,19,Arachnomycetales
1326,0,0,0,0,0,0,0,0,0,0,867,Thalassiophysales
1327,9,0,0,0,0,0,0,0,0,0,19,Moniliellales
1328,4,0,0,0,0,0,0,0,0,0,50,Jahnulales
1329,0,0,0,0,0,0,0,0,0,0,25,Hyphochytriales
1330,0,0,0,0,0,0,0,0,0,0,16,Erythrobasidiales
1331,0,0,0,0,0,0,0,0,0,0,15,Rhizochloridales
1332,0,0,0,0,0,0,0,0,0,0,123,Amoebida
1333,0,0,0,0,0,0,0,0,0,0,36,Natomonadida
1334,0,0,0,0,0,0,0,0,0,0,20,Climacospheniales
1335,4,0,0,0,0,0,0,0,0,0,21,Sareales
1336,0,0,0,0,0,0,0,0,0,0,15,Labyrinthulida
1337,0,0,0,0,0,0,0,0,0,0,243,Stemonitidales
1338,0,0,0,0,0,0,0,0,0,0,67,Anaulales
1339,86,2,0,0,0,0,0,0,0,0,553,Gomphales
1341,0,0,0,0,0,0,0,0,0,0,86,Aconchulinida
1342,2,0,0,0,0,0,0,0,0,0,15,Spiculogloeales
1343,41,0,0,0,0,0,0,0,0,0,7,Pseudodactylariales
1345,0,0,0,0,0,0,0,0,0,0,27,Cladochytriales
1346,0,0,0,0,0,0,0,0,0,0,12,Dactylopodida
1347,0,0,0,0,0,0,0,0,0,0,4,Actinophryida
1348,0,0,0,0,0,0,0,0,0,0,9,Spirotrichonymphida
1349,0,0,0,0,0,0,0,0,0,0,212,Trichiales
1351,40,0,0,0,0,0,0,0,0,0,2,Neodactylariales
1352,0,0,0,0,0,0,0,0,0,0,3,Zygophlyctidales
1353,0,0,0,0,0,0,0,0,0,0,15,Cyttariales
1354,0,0,0,0,0,0,0,0,0,0,106,Trypanosomatida
1355,0,0,0,0,0,0,0,0,0,0,1,Stictocyclales
1356,0,0,0,0,0,0,0,0,0,0,1,Mixiales
1357,34,0,0,0,0,0,0,0,0,0,1,Tracyllales
1358,0,0,0,0,0,0,0,0,0,0,69,Albuginales
1359,0,0,0,0,0,0,0,0,0,0,42,Centrales
1360,0,0,0,0,0,0,0,0,0,0,291,Entylomatales
1361,0,0,0,0,0,0,0,0,0,0,35,Apostomatida
1362,7,0,0,0,0,0,0,0,0,0,3,Torpedosporales
1363,0,0,0,0,0,0,0,0,0,0,6,Tilopteridales
1365,12,0,0,0,0,0,0,0,0,0,84,Boliniales
1366,0,0,0,0,0,0,0,0,0,0,8,Basidiobolales
1367,0,0,0,0,0,0,0,0,0,0,4,Micraspidales
1369,0,0,0,0,0,0,0,0,0,0,7,Lobulomycetales
1370,0,0,0,0,0,0,0,0,0,0,3,Trichonymphida
1371,0,0,0,0,0,0,0,0,0,0,5,Buckleyzymales
1372,0,0,0,0,0,0,0,0,0,0,22,Parabodonida
1373,4,0,0,0,0,0,0,0,0,0,34,Cephalothecales
1374,143,2,0,0,0,0,0,0,0,0,172,Geastrales
1375,4,0,0,0,0,0,0,0,0,0,72,Hymeneliales
1376,0,0,0,0,0,0,0,0,0,0,15,Corethrales
1377,0,0,0,0,0,0,0,0,0,0,33,Pyxidiophorales
1378,0,0,0,0,0,0,0,0,0,0,124,Cymatosirales
1380,0,0,0,0,0,0,0,0,0,0,16,Serpentovirales
1381,0,0,0,0,0,0,0,0,0,0,156,Mischococcales
1382,4,0,0,0,0,0,0,0,0,0,38,Phaeomoniellales
1383,0,0,0,0,0,0,0,0,0,0,29,Arkhangelskiales
1384,0,0,0,0,0,0,0,0,0,0,5,Toxariales
1385,0,0,0,0,0,0,0,0,0,0,53,Vaucheriales
1386,0,0,0,0,0,0,0,0,0,0,7,Protococcidiorida
1388,0,0,0,0,0,0,0,0,0,0,41,Orthoseirales
1389,0,0,0,0,0,0,0,0,0,0,73,Dictyosteliales
1390,1,0,0,0,0,0,0,0,0,0,43,Endogonales
1391,0,0,0,0,0,0,0,0,0,0,59,Loxodida
1392,34,0,0,0,0,0,0,0,0,0,53,Microstromatales
1393,25,0,0,0,0,0,0,0,0,0,49,Pleurotheciales
1395,0,0,0,0,0,0,0,0,0,0,6,Sarcinochrysidales
1396,0,0,0,0,0,0,0,0,0,0,30,Bryometopida
1397,0,0,0,0,0,0,0,0,0,0,6,Spathulosporales
1398,0,0,0,0,0,0,0,0,0,0,107,Aulacoseirales
1399,0,0,0,0,0,0,0,0,0,0,15,Lepidostromatales
1400,0,0,0,0,0,0,0,0,0,0,155,Strombidiida
1401,0,0,0,0,0,0,0,0,0,0,56,Doassansiales
1402,4,1,0,0,0,0,0,0,0,0,67,Amylocorticiales
1403,0,0,0,0,0,0,0,0,0,0,1,Calcarisporiellales
1404,0,0,0,0,0,0,0,0,0,0,4,Pachnocybales
1406,0,0,0,0,0,0,0,0,0,0,53,Bursariomorphida
1407,0,0,0,0,0,0,0,0,0,0,2,Neocelosporiales
1409,0,0,0,0,0,0,0,0,0,0,140,Ochromonadales
1410,0,0,0,0,0,0,0,0,0,0,45,Rhabdonematales
1411,0,0,0,0,0,0,0,0,0,0,5,Chilodonellida
1412,0,0,0,0,0,0,0,0,0,0,1,Developayellales
1413,1,0,0,0,0,0,0,0,0,0,14,Sistotremastrales
1414,37,0,0,0,0,0,0,0,0,0,181,Rhizocarpales
1415,0,0,0,0,0,0,0,0,0,0,36,Synhymeniida
1416,0,0,0,0,0,0,0,0,0,0,28,Tribonematales
1417,109,0,0,0,0,0,0,0,0,0,830,Orbiliales
1418,0,0,0,0,0,0,0,0,0,0,156,Synurales
1420,0,0,0,0,0,0,0,0,0,0,163,Asterolamprales
1421,3,0,0,0,0,0,0,0,0,0,1,Cryptocaliciales
1422,0,0,0,0,0,0,0,0,0,0,5,Himatismenida
1424,67,0,0,0,0,0,0,0,0,0,110,Sclerococcales
1425,0,0,0,0,0,0,0,0,0,0,1,Asterocladales
1427,0,0,0,0,0,0,0,0,0,0,11,Chloramoebales
1428,0,0,0,0,0,0,0,0,0,0,34,Plagiopylida
1429,0,0,0,0,0,0,0,0,0,0,53,Arachnoidiscales
1430,0,0,0,0,0,0,0,0,0,0,30,Olpidiopsidales
1431,0,0,0,0,0,0,0,0,0,0,2,Syringodermatales
1433,0,0,0,0,0,0,0,0,0,0,14,Desmarestiales
1434,0,0,0,0,0,0,0,0,0,0,11,Rozellida
1435,33,0,0,0,0,0,0,0,0,0,40,Lichenostigmatales
1436,0,0,0,0,0,0,0,0,0,0,2,Colpodellida
1437,0,0,0,0,0,0,0,0,0,0,3,Florenciellales
1438,0,0,0,0,0,0,0,0,0,0,1,Palpitida
1439,0,0,0,0,0,0,0,0,0,0,7,Scytothamnales
1440,49,0,0,0,0,0,0,0,0,0,85,Muyocopronales
1441,0,0,0,0,0,0,0,0,0,0,37,Rhizophlyctidales
1442,34,0,0,0,0,0,0,0,0,0,7,Falcocladiales
1443,0,0,0,0,0,0,0,0,0,0,31,Protosteliales
1444,0,0,0,0,0,0,0,0,0,0,4,Protoraphidales
1446,0,0,0,0,0,0,0,0,0,0,18,Tritirachiales
1447,0,0,0,0,0,0,0,0,0,0,29,Rozellopsidales
1448,0,0,0,0,0,0,0,0,0,0,17,Eutreptiida
1449,0,0,0,0,0,0,0,0,0,0,4,Phacodiniida
1450,9,0,0,0,0,0,0,0,0,0,36,Cystobasidiales
